139,Rue André Duchscher,RUE ANDRE DUCHSCHER,DUCHSCHER,21048,,N,,?,14.03.2016,,?,,?,1,,N,RUE ANDRE DUCHSCHER
6809,Avenue Charles de Gaulle,AVENUE CHARLES DE GAULLE,GAULLE,10456,,N,,?,21.11.2000,,?,,?,1,,N,Avenue Charles de Gaulle
6810,Pont Grande-Duchesse Charlotte,PONT GRANDE-DUCHESSE CHARLOTTE,CHARLOTTE,,?,N,,?,28.11.2000,N,,51,,1,,N,Pont Grande-Duchesse Charlotte
6811,Rue Marie et Joseph Hackin,RUE MARIE ET JOSEPH HACKIN,Hackin,10169,,N,,?,21.11.2000,,?,,?,1,,N,Rue Marie et Joseph Hackin
140,Rue Anne Beffort,RUE ANNE BEFFORT,BEFFORT,17015,,N,,?,04.02.2003,,?,,?,1,,N,RUE ANNE BEFFORT
141,Rue Antoine,RUE ANTOINE,ANTOINE,11020,,N,,?,04.02.2003,,?,,?,1,,N,RUE ANTOINE
142,Rue Antoine Godart,RUE ANTOINE GODART,GODART,31032,,N,,?,04.02.2003,,?,,?,1,,N,RUE ANTOINE GODART
143,Rue Antoine Jans,RUE ANTOINE JANS,JANS,11279,,N,,?,04.02.2003,,?,,?,1,,N,RUE ANTOINE JANS
144,Rue Antoine Meyer,RUE ANTOINE MEYER,MEYER,41073,,N,,?,04.02.2003,,?,,?,1,,N,RUE ANTOINE MEYER
145,Rue Antoine Zinnen,RUE ANTOINE ZINNEN,ZINNEN,61092,,N,,?,04.02.2003,,?,,?,1,,N,RUE ANTOINE ZINNEN
146,Rue Antoine-François Van Der Meulen,RUE ANTOINE-FRANCOIS VAN DER MEULEN,MEULEN,41072,,N,,?,02.07.2014,,?,,?,1,,N,RUE ANTOINE-F. VAN DER MEULEN
147,Rue Aristide Briand,RUE ARISTIDE BRIAND,BRIAND,11080,,N,,?,04.02.2003,,?,,?,1,,N,RUE ARISTIDE BRIAND
148,Rue Arthur Herchen,RUE ARTHUR HERCHEN,HERCHEN,31062,,N,,?,04.02.2003,,?,,?,1,,N,RUE ARTHUR HERCHEN
149,Rue Arthur Knaff,RUE ARTHUR KNAFF,KNAFF,31097,,N,,?,04.02.2003,,?,,?,1,,N,RUE ARTHUR KNAFF
150,Rue Astrid,RUE ASTRID,ASTRID,11034,,N,,?,04.02.2003,,?,,?,1,,N,RUE ASTRID
151,Rue Auguste Charles,RUE AUGUSTE CHARLES,CHARLES,21005,,N,,?,04.02.2003,CR,,225,,1,,N,RUE AUGUSTE CHARLES
152,Rue Auguste Laval,RUE AUGUSTE LAVAL,LAVAL,41016,,N,,?,04.02.2003,N,,11,,1,,N,RUE AUGUSTE LAVAL
153,Rue Auguste Letellier,RUE AUGUSTE LETELLIER,LETELLIER,41025,,N,,?,04.02.2003,,?,,?,1,,N,RUE AUGUSTE LETELLIER
154,Rue Auguste Liesch,RUE AUGUSTE LIESCH,LIESCH,41029,,N,,?,04.02.2003,,?,,?,1,,N,RUE AUGUSTE LIESCH
155,Rue Auguste Lumière,RUE AUGUSTE LUMIERE,LUMIERE,41039,,N,,?,19.05.2015,,?,,?,1,,N,RUE AUGUSTE LUMIERE
156,Rue Auguste Neyen,RUE AUGUSTE NEYEN,NEYEN,51003,,N,,?,04.02.2003,,?,,?,1,,N,RUE AUGUSTE NEYEN
6812,Rue de Halanzy,RUE DE HALANZY,HALANZY,31051,,N,,?,21.11.2000,,?,,?,1,,N,Rue de Halanzy
6813,Place Emile Hamilius,PLACE EMILE HAMILIUS,HAMILIUS,,?,N,,?,21.11.2000,,?,,?,1,,N,Place Emile Hamilius
6814,Rue Charles-Léon Hammes,RUE CHARLES-LEON HAMMES,HAMMES,81089,,N,,?,04.04.2014,,?,,?,1,,N,Rue Charles-Léon Hammes
157,Rue Auguste Trémont,RUE AUGUSTE TREMONT,TREMONT,11746,,N,,?,19.05.2015,,?,,?,1,,N,RUE AUGUSTE TREMONT
158,Rue Ausone,RUE AUSONE,AUSONE,11037,,N,,?,04.02.2003,,?,,?,1,,N,RUE AUSONE
159,Rue Charles de Tornaco,RUE CHARLES DE TORNACO,TORNACO,61043,,N,,?,06.09.2011,,?,,?,1,,N,RUE CHARLES DE TORNACO
160,Rue Batty Weber,RUE BATTY WEBER,WEBER,61072,,N,,?,04.02.2003,,?,,?,1,,N,RUE BATTY WEBER
161,Rue Baudouin,RUE BAUDOUIN,BAUDOUIN,11047,,N,,?,04.02.2003,,?,,?,1,,N,RUE BAUDOUIN
162,Rue Béatrix de Bourbon,RUE BEATRIX DE BOURBON,BEATRIX,11048,,N,,?,05.07.2010,,?,,?,1,,N,RUE BEATRIX DE BOURBON
163,Rue Beaumont,RUE BEAUMONT,BEAUMONT,11050,,N,,?,04.02.2003,,?,,?,1,,N,RUE BEAUMONT
164,Rue Beck,RUE BECK,BECK,11051,,N,,?,04.02.2003,,?,,?,1,,N,RUE BECK
165,Rue Belle-Vue,RUE BELLE-VUE,BELLE-VUE,61067,,N,,?,04.02.2003,,?,,?,1,,N,RUE BELLE-VUE
166,Rue Bender,RUE BENDER,BENDER,11055,,N,,?,04.02.2003,,?,,?,1,,N,RUE BENDER
5,Allée Léopold Goebel,ALLEE LEOPOLD GOEBEL,GOEBEL,31034,,N,,?,13.03.2014,,?,,?,1,,N,ALLEE LEOPOLD GOEBEL
6840,Rue de Neufchâteau,RUE DE NEUFCHATEAU,NEUFCHATEA,71019,,N,,?,21.11.2000,,?,,?,1,,N,Rue de Neufchâteau
6841,Square Jan Palach,SQUARE JAN PALACH,PALACH,,?,N,,?,21.11.2000,,?,,?,1,,N,Square Jan Palach
310,Rue des Genêts,RUE DES GENETS,GENETS,31022,,N,,?,25.11.2011,,?,,?,1,,N,RUE DES GENETS
311,Rue des Girondins,RUE DES GIRONDINS,GIRONDINS,31027,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES GIRONDINS
312,Rue des Glacis,RUE DES GLACIS,GLACIS,31029,,N,,?,04.02.2003,N,,52,,1,,N,RUE DES GLACIS
313,Rue des Grottes,RUE DES GROTTES,GROTTES,31043,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES GROTTES
314,Rue des Hauts-Fourneaux,RUE DES HAUTS-FOURNEAUX,HAUTS-FOUR,31004,,N,,?,04.02.2003,CR,,233,,1,,N,RUE DES HAUTS-FOURNEAUX
315,Rue des Jardiniers,RUE DES JARDINIERS,JARDINIERS,31083,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES JARDINIERS
316,Rue des Labours,RUE DES LABOURS,LABOURS,41007,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES LABOURS
317,Rue des Légionnaires,RUE DES LEGIONNAIRES,LEGIONNAIR,41021,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES LEGIONNAIRES
318,Rue des Ligures,RUE DES LIGURES,LIGURES,41031,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES LIGURES
319,Rue des Lilas,RUE DES LILAS,LILAS,41032,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES LILAS
320,Rue des Maraîchers,RUE DES MARAICHERS,MARAICHERS,41048,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES MARAICHERS
321,Rue des Marguerites,RUE DES MARGUERITES,MARGUERITE,41051,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES MARGUERITES
322,Rue des Muguets,RUE DES MUGUETS,MUGUETS,41087,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES MUGUETS
323,Rue des Peupliers,RUE DES PEUPLIERS,PEUPLIERS,51034,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES PEUPLIERS
324,Rue des Pommiers,RUE DES POMMIERS,POMMIERS,51048,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES POMMIERS
325,Rue des Prés,RUE DES PRES,PRES,51053,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES PRES
326,Rue des Primevères,RUE DES PRIMEVERES,PRIMEVERES,51055,,N,,?,25.11.2011,,?,,?,1,,N,RUE DES PRIMEVERES
6842,Rue des Pâquerettes,RUE DES PAQUERETTES,Pâquere,11278,,N,,?,21.11.2000,,?,,?,1,,N,Rue des Pâquerettes
6843,Place Maurice Pescatore,PLACE MAURICE PESCATORE,PESCATORE,,?,N,,?,21.11.2000,,?,,?,1,,N,Place Maurice Pescatore
6844,Montée de Pfaffenthal,MONTEE DE PFAFFENTHAL,PFAFFENTHA,51035,,N,,?,21.11.2000,,?,,?,1,,N,Montée de Pfaffenthal
327,Rue des Prunelles,RUE DES PRUNELLES,PRUNELLES,51058,,N,,?,04.02.2003,,?,,?,1,,N,RUE DES PRUNELLES
